Unnamed: 0,joburl,skill,designation,orgnization,experience,location,moredesc,salary,recruitername,recruiterdetails,jobpostingdate
19,https://www.naukri.com/job-listings-AWS-Developer-Cloud-python-S-A-W-IT-Services-Pvt-Ltd-Hyderabad-10-to-15-years-130819906913?src=jobsearchDesk&sid=15692605222985&xp=20&px=4,"Unix, CI / CD, Linux, Cloud, Teradata, AWS, AWS Developer, Python",AWS Developer - Cloud/python,S.A.W IT Services Pvt Ltd,10-15 yrs,Hyderabad,"  Unix, CI / CD, Linux, Cloud, Teradata, AWS, AWS Developer, Python ",  Not disclosed  ,  HR  ," Posted  by     HR    , 30+ days ago ",30+ days ago
20,https://www.naukri.com/job-listings-Builder-Tool-Strong-on-Python-Scripting-Sears-IT-Management-Services-India-Pvt-Ltd-Hyderabad-3-to-8-years-130819009414?src=jobsearchDesk&sid=15692605222985&xp=21&px=4,"Open Source, Bash, Monitoring Tools, Automation Tools...",Builder Tool - Strong on Python Scripting,Sears IT  Management Services India Pvt. Ltd.,3-8 yrs,Hyderabad,"  Open Source, Bash, Monitoring Tools, Automation Tools... ",  Not disclosed  ,  Sonia Mishra  ," Posted  by     Sonia Mishra    , 30+ days ago ",30+ days ago
21,https://www.naukri.com/job-listings-Test-Engineer-L2-or-Ipsec-with-Python-F5-NETWORKS-INNOVATION-PRIVATE-LIMITED-Hyderabad-3-to-8-years-130819004806?src=jobsearchDesk&sid=15692605222985&xp=22&px=4,"Networking, Python",Test Engineer (L2 or Ipsec with Python),F5 NETWORKS INNOVATION PRIVATE LIMITED,3-8 yrs,Hyderabad,"  Networking, Python "," INR 9,00,000 - 19,00,000 PA.   ",  Keerthi Priya  ," Posted  by     Keerthi Priya    , 30+ days ago ",30+ days ago
22,https://www.naukri.com/job-listings-Computer-Vision-Developer-Python-opencv-MNR-Solutions-Hyderabad-2-to-7-years-120719901180?src=jobsearchDesk&sid=15692605222985&xp=23&px=4,"OpenCV, Artificial Intelligence, Computer Vision, Distributed Systems...",Computer Vision Developer - Python/opencv,MNR Solutions,2-7 yrs,Hyderabad,"  OpenCV, Artificial Intelligence, Computer Vision, Distributed Systems... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 30+ days ago ",30+ days ago
23,https://www.naukri.com/job-listings-Sr-Python-Developer-Java-c-Megma-Services-Hyderabad-3-to-7-years-110719901563?src=jobsearchDesk&sid=15692605222985&xp=24&px=4,"C#, Java, C++, .Net, Webservices, WCF, Algorithm, ASP, Data Structure...",Sr Python Developer - Java/c++,Megma Services,3-7 yrs,Hyderabad,"  C#, Java, C++, .Net, Webservices, WCF, Algorithm, ASP, Data Structure... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 30+ days ago ",30+ days ago
24,https://www.naukri.com/job-listings-Python-Developer-Loginsoft-Pvt-Ltd-Hyderabad-3-to-8-years-080819005212?src=jobsearchDesk&sid=15692605222985&xp=25&px=4,"rest, python, SOC",Python Developer,Loginsoft Pvt Ltd,3-8 yrs,Hyderabad,"  rest, python, SOC ",  Not disclosed  ,  Subbu Chedella  ," Posted  by     Subbu Chedella    , 30+ days ago ",30+ days ago
25,https://www.naukri.com/job-listings-GCP-Consultant-Big-Data-scala-python-Airoli-Mumbai-Xebia-IT-Architects-India-Pvt-Ltd-Delhi-NCR-Mumbai-Bengaluru-Chennai-Hyderabad-Pune-2-to-7-years-010819006499?src=jobsearchDesk&sid=15692605222985&xp=26&px=4,"big query, java, NoSQL, GCP, GCS, SCALA, Google Cloud Platform, Big Data...","GCP Consultant( Big Data,scala,python) - Airoli Mumbai,",Xebia IT Architects India Pvt Ltd,2-7 yrs,"Delhi NCR, Mumbai, Bengaluru, Chennai, Hyderabad, Pune","  big query, java, NoSQL, GCP, GCS, SCALA, Google Cloud Platform, Big Data... ",  Not disclosed  ,  Shailendra Singh  ," Posted  by     Shailendra Singh    , 30+ days ago ",30+ days ago
26,https://www.naukri.com/job-listings-QA-Automation-Engineer-python-Testing-2-To-4-yrs-Exp-provsys-IT-Private-Limited-Hyderabad-Chandanagar-2-to-5-years-270819005206?src=jobsearchDesk&sid=15692605222985&xp=27&px=4,"QA Automation, Automation Engineering, Python",QA Automation Engineer (python) Testing - 2 To 4 yrs Exp,provsys IT Private Limited,2-5 yrs,Hyderabad(Chandanagar),"  QA Automation, Automation Engineering, Python "," INR 5,00,000 - 5,50,000 PA.   ",  Aditya  ," Posted  by     Aditya    , 27 days ago ",27 days ago
27,https://www.naukri.com/job-listings-Python-Packages-numpy-Panda-s-with-Lidar-Radar-at-Hyderabad-Best-Infosystems-Ltd-Bengaluru-Chennai-Hyderabad-2-to-5-years-170419000086?src=jobsearchDesk&sid=15692605222985&xp=28&px=4,"python, RADAR, Pandas, LIDAR, Numpy","Python Packages (numpy, Panda's) with Lidar / Radar at Hyderabad",Best Infosystems Ltd.,2-5 yrs,"Bengaluru, Chennai, Hyderabad","  python, RADAR, Pandas, LIDAR, Numpy ",  Not disclosed  ,  Pooja  ," Posted  by     Pooja    , 24 days ago ",24 days ago
28,https://www.naukri.com/job-listings-Python-JS-Developer-JOBSMILL-BUSINESS-SOLUTIONS-PRIVATE-LIMITED-Hyderabad-2-to-4-years-220219005599?src=jobsearchDesk&sid=15692605222985&xp=29&px=4,"Javascript, HTML, Python",Python + JS Developer,JOBSMILL BUSINESS SOLUTIONS PRIVATE LIMITED,2-4 yrs,Hyderabad,"  Javascript, HTML, Python ",  Not disclosed  , , Posted     11 days ago ,11 days ago
29,https://www.naukri.com/job-listings-Lucknow-Need-PHP-NET-Java-Python-Ionic-Angular-CTC-Executives-Network-Bengaluru-Kolkata-Gurgaon-Lucknow-Kanpur-Varanasi-Allahabad-Delhi-NCR-Ahmedabad-Pune-Hyderabad-Chennai-Mohali-Mumbai-7-to-12-years-170719005926?src=jobsearchDesk&sid=15692605222985&xp=30&px=4,"c++, python, qt, software, dot net, angular, java, j2ee, php, .net, ionic...",Lucknow Need PHP/ .NET / Java / Python / Ionic / Angular / CTC ,Executives Network,7-12 yrs,"Bengaluru, Kolkata, Gurgaon, Lucknow Kanpur, Varanasi Allahabad, Delhi NCR, Ahmedabad Pune, Hyderabad Chennai, Mohali Mumbai","  c++, python, qt, software, dot net, angular, java, j2ee, php, .net, ionic... ",  Not disclosed  ,  Mr Alok Kumar  ," Posted  by     Mr Alok Kumar    , 12 days ago ",12 days ago
30,https://www.naukri.com/job-listings-Lucknow-Need-PHP-NET-Java-Python-Ionic-Angular-CTC-Executives-Network-Bengaluru-Kolkata-Gurgaon-Lucknow-Kanpur-Varanasi-Allahabad-Delhi-NCR-Ahmedabad-Pune-Hyderabad-Chennai-Mohali-Mumbai-2-to-7-years-170719003458?src=jobsearchDesk&sid=15692605222985&xp=31&px=4,"c++, python, qt, software, dot net, angular, java, j2ee, php, .net, ionic...",Lucknow Need PHP/ .NET / Java / Python / Ionic / Angular / CTC ,Executives Network,2-7 yrs,"Bengaluru, Kolkata, Gurgaon, Lucknow Kanpur, Varanasi Allahabad, Delhi NCR, Ahmedabad Pune, Hyderabad Chennai, Mohali Mumbai","  c++, python, qt, software, dot net, angular, java, j2ee, php, .net, ionic... ",  Not disclosed  ,  Mr Alok Kumar  ," Posted  by     Mr Alok Kumar    , 12 days ago ",12 days ago
31,https://www.naukri.com/job-listings-Groovy-python-and-Icinga-Developers-6-Years-Work-from-Home-JOBSMILL-BUSINESS-SOLUTIONS-PRIVATE-LIMITED-Delhi-NCR-Mumbai-Bengaluru-Chennai-Hyderabad-Pune-6-to-11-years-131218008425?src=jobsearchDesk&sid=15692605222985&xp=32&px=4,"Groovy, Python, Icinga","Groovy,python and Icinga Developers ( 6 Years+) - Work from Home",JOBSMILL BUSINESS SOLUTIONS PRIVATE LIMITED,6-11 yrs,"Delhi NCR, Mumbai, Bengaluru, Chennai, Hyderabad, Pune","  Groovy, Python, Icinga ",  Not disclosed  ,  SREEDHAR  ," Posted  by     SREEDHAR    , 11 days ago ",11 days ago
32,https://www.naukri.com/job-listings-Machine-Learning-Developers-For-Multiple-Locations-2-4-yrs-Faxhion-Technologies-Private-Limited-Chennai-Hyderabad-Pune-2-to-4-years-160919000947?src=jobsearchDesk&sid=15692605222985&xp=33&px=4,"Java, R, SCALA, Node.Js, Machine Learning, Ruby, Deep Learning...",Machine Learning Developers For Multiple Locations(2-4 yrs),Faxhion Technologies Private Limited,2-4 yrs,"Chennai, Hyderabad, Pune","  Java, R, SCALA, Node.Js, Machine Learning, Ruby, Deep Learning... "," INR 4,00,000 - 6,00,000 PA.   ",  HR  ," Posted  by     HR    , 7 days ago ",7 days ago
33,https://www.naukri.com/job-listings-Huge-Requirement-For-Machine-Learning-Developers-Faxhion-Technologies-Private-Limited-Chennai-Hyderabad-Pune-0-to-2-years-160919000876?src=jobsearchDesk&sid=15692605222985&xp=34&px=4,"Java, R, SCALA, Node.Js, Machine Learning, Ruby, Deep Learning...",Huge Requirement For  Machine Learning Developers,Faxhion Technologies Private Limited,0-2 yrs,"Chennai, Hyderabad, Pune","  Java, R, SCALA, Node.Js, Machine Learning, Ruby, Deep Learning... "," INR 2,00,000 - 4,00,000 PA.   ",  HR  ," Posted  by     HR    , 7 days ago ",7 days ago
34,https://www.naukri.com/job-listings-Python-Developer-Capgemini-Technology-Services-India-Limited-Hyderabad-4-to-6-years-290519900722?src=jobsearchDesk&sid=15692605222985&xp=35&px=4,"python, spark, software design, code review, big data, python developer",Python Developer,Capgemini Technology Services India Limited,4-6 yrs,Hyderabad,"  python, spark, software design, code review, big data, python developer ",  Not disclosed  ,  HR  ," Posted  by     HR    , 30+ days ago ",30+ days ago
35,https://www.naukri.com/job-listings-Python-Developer-immediate-Joiners-QUAD-ONE-TECHNOLOGIES-PRIVATE-LIMITED-Hyderabad-4-to-8-years-220819005114?src=jobsearchDesk&sid=15692605222985&xp=36&px=4,"backend APIs, jQuery, Django, Web Technologies, MySQL, Javascript, flask...",Python Developer_immediate Joiners,QUAD ONE TECHNOLOGIES PRIVATE LIMITED,4-8 yrs,Hyderabad,"  backend APIs, jQuery, Django, Web Technologies, MySQL, Javascript, flask... "," INR 7,00,000 - 9,00,000 PA.   ",  Shivani Mamidi  ," Posted  by     Shivani Mamidi    , 30+ days ago ",30+ days ago
36,https://www.naukri.com/job-listings-Python-Developer-Capgemini-Technology-Services-India-Limited-Hyderabad-4-to-6-years-150519900245?src=jobsearchDesk&sid=15692605222985&xp=37&px=4,"Java, Maven, Hibernate, GIT, MySQL, Tapestry, Mariadb, SVN, Elastic Search,...",Python Developer,Capgemini Technology Services India Limited,4-6 yrs,Hyderabad,"  Java, Maven, Hibernate, GIT, MySQL, Tapestry, Mariadb, SVN, Elastic Search,... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 30+ days ago ",30+ days ago
37,https://www.naukri.com/job-listings-Maps-GIS-Spark-Scala-with-Python-For-Infosys-at-Hyderabad-SRS-Infoway-Hyderabad-2-to-3-years-060819008903?src=jobsearchDesk&sid=15692605222985&xp=38&px=4,"Backbone, Java, storm, Hadoop, Marionette, Spring, YARN, React, SQL, Rest...","Maps GIS: Spark, Scala with Python For Infosys at Hyderabad",SRS Infoway,2-3 yrs,Hyderabad,"  Backbone, Java, storm, Hadoop, Marionette, Spring, YARN, React, SQL, Rest... ",  Not disclosed  ,  Ms. Rekha  ," Posted  by     Ms. Rekha    , 30+ days ago ",30+ days ago
38,https://www.naukri.com/job-listings-QA-Automation-Python-TalentSync-Client-Hyderabad-Gachibowli-5-to-10-years-030819002640?src=jobsearchDesk&sid=15692605222985&xp=39&px=4,"qa, python, junit, test engineer, pycharm, qa automation, py2exe, unittest,...",QA Automation - Python,TalentSync Client,5-10 yrs,Hyderabad(Gachibowli),"  qa, python, junit, test engineer, pycharm, qa automation, py2exe, unittest,... "," INR 9,00,000 - 19,00,000 PA. Salary is not criteria for rig...   ",  Priyanka  ," Posted  by     Priyanka    , 30+ days ago ",30+ days ago
39,https://www.naukri.com/job-listings-Python-and-Django-Developer-Vivenns-Global-Private-Limited-Hyderabad-3-to-5-years-130619901335?src=jobsearchDesk&sid=15692605222985&xp=40&px=4,"Rabbitmq, Product Development, Interpersonal Communication, NoSQL...",Python and Django Developer,Vivenns Global Private Limited,3-5 yrs,Hyderabad,"  Rabbitmq, Product Development, Interpersonal Communication, NoSQL... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 18 days ago ",18 days ago
40,https://www.naukri.com/job-listings-Java-or-Python-or-c-Developer-only-Female-maternity-Break-RGF-SELECT-INDIA-PRIVATE-LIMITED-Bengaluru-Hyderabad-3-to-8-years-060919003520?src=jobsearchDesk&sid=15692605222985&xp=41&px=4,"c++, python, java",Java or Python or c++ Developer (only Female)maternity Break,RGF SELECT INDIA PRIVATE LIMITED,3-8 yrs,"Bengaluru, Hyderabad","  c++, python, java ",  Not disclosed  ,  vijayalakshmi  ," Posted  by     vijayalakshmi    , 17 days ago ",17 days ago
41,https://www.naukri.com/job-listings-Python-Developer-Golden-Opportunities-Pvt-Ltd-Bengaluru-Hyderabad-8-to-10-years-030919909295?src=jobsearchDesk&sid=15692605222985&xp=42&px=4,"Angular JS, CSS, MS SQL, MySQL, Bootstrap, HTML, JQuery, Oracle, React...",Python Developer,Golden Opportunities Pvt Ltd,8-10 yrs,"Bengaluru, Hyderabad","  Angular JS, CSS, MS SQL, MySQL, Bootstrap, HTML, JQuery, Oracle, React... ",  Not disclosed  ,  Kathiravan  ," Posted  by     Kathiravan    , 20 days ago ",20 days ago
42,https://www.naukri.com/job-listings-Back-End-Engineers-Launch-IT-Consulting-India-Pvt-Ltd-Hyderabad-Madhapur-7-to-12-years-130919006246?src=jobsearchDesk&sid=15692605222985&xp=43&px=4,"kubernetes, Auth flow, Firebase, Big Query, python, Big Table, JWT, docker,...",Back End Engineers,Launch IT Consulting India Pvt. Ltd,7-12 yrs,Hyderabad(Madhapur),"  kubernetes, Auth flow, Firebase, Big Query, python, Big Table, JWT, docker,... ",  Not disclosed  ,  Krishna Mohan  ," Posted  by     Krishna Mohan    , 10 days ago ",10 days ago
43,https://www.naukri.com/job-listings-Web-Application-Developer-azure-Enviourment-Hyderabad-ZF-India-private-limited-Hyderabad-4-to-6-years-110919005030?src=jobsearchDesk&sid=15692605222985&xp=44&px=4,"node.js, python, django, php, .Net, power BI, html, angularjs, javascript...",Web Application Developer -azure Enviourment - Hyderabad,ZF India private limited.,4-6 yrs,Hyderabad,"  node.js, python, django, php, .Net, power BI, html, angularjs, javascript... ",  Not disclosed  ,  Sharmila  ," Posted  by     Sharmila    , 10 days ago ",10 days ago
44,https://www.naukri.com/job-listings-Sailpoint-Architect-Neustar-Data-Infotech-India-Pvt-Ltd-Hyderabad-8-to-11-years-090719011057?src=jobsearchDesk&sid=15692605222985&xp=45&px=4,"Java, CSS, acrhitecture, SailPoint, HTML, Shell Programming, Perl, Bash...",Sailpoint Architect,Neustar Data Infotech India Pvt. Ltd,8-11 yrs,Hyderabad,"  Java, CSS, acrhitecture, SailPoint, HTML, Shell Programming, Perl, Bash... ",  Not disclosed  ,  Sindhu  ," Posted  by     Sindhu    , 14 days ago ",14 days ago
45,https://www.naukri.com/job-listings-Cloud-DevOps-Engineer-Alliance-Global-Services-IT-India-Pvt-Ltd-Hyderabad-12-to-17-years-240718500074?src=jobsearchDesk&sid=15692605222985&xp=46&px=4,"zabbix, orchestration, technical, Powershell, configuration...",Cloud/DevOps Engineer,Alliance Global Services IT India Pvt. Ltd.,12-17 yrs,Hyderabad,"  zabbix, orchestration, technical, Powershell, configuration... ",  Not disclosed  , , Posted     2 days ago ,2 days ago
46,https://www.naukri.com/job-listings-Software-Engineer-Full-Stack-Zify-Hyderabad-3-to-4-years-071117500696?src=jobsearchDesk&sid=15692605222985&xp=47&px=4,"server, development, solid, analytical, developing, J2Ee, backbone.js...",Software Engineer (Full-Stack),Zify,3-4 yrs,Hyderabad,"  server, development, solid, analytical, developing, J2Ee, backbone.js... ",  Not disclosed  , , Posted     2 days ago ,2 days ago
47,https://www.naukri.com/job-listings-Immediate-Openings-For-Ruby-On-Rails-ror-Professionals-Career-Network-Hyderabad-3-to-8-years-200919006658?src=jobsearchDesk&sid=15692605222985&xp=48&px=4,"python, rubyrails, ROR, rubyrail, Ror Developer, ruby, ruby on rails",Immediate Openings For Ruby On Rails (ror) Professionals,Career Network,3-8 yrs,Hyderabad,"  python, rubyrails, ROR, rubyrail, Ror Developer, ruby, ruby on rails ",  Not disclosed  ,  Ashish Soin  ," Posted  by     Ashish Soin    , 3 days ago ",3 days ago
48,https://www.naukri.com/job-listings-QA-Automation-Executive-TechKnowledgey-Pte-Ltd-Hyderabad-Bengaluru-1-to-6-years-160919003291?src=jobsearchDesk&sid=15692605222985&xp=49&px=4,"automation framework, c++, python, Industrial Automation...",QA Automation Executive,TechKnowledgey Pte Ltd,1-6 yrs,"Hyderabad, Bengaluru","  automation framework, c++, python, Industrial Automation... "," INR 9,00,000 - 19,00,000 PA.   ",  Parnika  ," Posted  by     Parnika    , 7 days ago ",7 days ago
49,https://www.naukri.com/job-listings-Python-Developer-banking-Finance-Payments-Domain-MRT-Info-Technologies-Pvt-Ltd-Hyderabad-4-to-6-years-300719003376?src=jobsearchDesk&sid=15692605222985&xp=50&px=4,"Jenkins, Salt, GIT, Open Source, Linux, Confluence, Automation Testing...","Python Developer (banking, Finance & Payments Domain) ",MRT Info Technologies Pvt. Ltd,4-6 yrs,Hyderabad,"  Jenkins, Salt, GIT, Open Source, Linux, Confluence, Automation Testing... ",  Not disclosed  , , Posted     30+ days ago ,30+ days ago
0,https://www.naukri.com/job-listings-Python-Developers-in-Hyderabad-with-Product-MNC-Cambio-Consulting-India-Pvt-Ltd-Hyderabad-5-to-10-years-270719002317?src=jobsearchDesk&sid=15692605238851&xp=1&px=5,"Jenkins, Core Java, Rest, GIT, Continuous Integration, Python",Python Developers in Hyderabad with Product MNC,Cambio Consulting India Pvt Ltd,5-10 yrs,Hyderabad,"  Jenkins, Core Java, Rest, GIT, Continuous Integration, Python ",  Not disclosed  , , Posted     30+ days ago ,30+ days ago
1,https://www.naukri.com/job-listings-Hiring-For-QA-Engineer-with-SDET-and-Python-Globex-Digital-Solutions-Pvt-Ltd-Hyderabad-3-to-8-years-260719006036?src=jobsearchDesk&sid=15692605238851&xp=2&px=5,"QA, Jenkins, Docker, SDET, Technical Skills, Bash, Root Cause...",Hiring For QA Engineer with SDET and Python.,Globex Digital Solutions Pvt. Ltd,3-8 yrs,Hyderabad,"  QA, Jenkins, Docker, SDET, Technical Skills, Bash, Root Cause... ",  Not disclosed  ,  chandana  ," Posted  by     chandana    , 30+ days ago ",30+ days ago
2,https://www.naukri.com/job-listings-Python-Developer-Sr-python-Developer-Waterleaf-Consultants-Pvt-Ltd-Hyderabad-4-to-9-years-200619008944?src=jobsearchDesk&sid=15692605238851&xp=3&px=5,"rest, python, django, linux, mysql, flask, mongodb, docker",Python Developer / Sr.python Developer,Waterleaf Consultants Pvt. Ltd.,4-9 yrs,Hyderabad,"  rest, python, django, linux, mysql, flask, mongodb, docker ",  Not disclosed  ,  Naresh  ," Posted  by     Naresh    , 30+ days ago ",30+ days ago
3,https://www.naukri.com/job-listings-Python-Developer-Cambio-Consulting-India-Pvt-Ltd-Hyderabad-5-to-8-years-100819002731?src=jobsearchDesk&sid=15692605238851&xp=4&px=5,"Jenkins, Core Java, Rest, GIT, Perforce, Continuous Integration, Python",Python Developer,Cambio Consulting India Pvt Ltd,5-8 yrs,Hyderabad,"  Jenkins, Core Java, Rest, GIT, Perforce, Continuous Integration, Python ",  Not disclosed  , , Posted     30+ days ago ,30+ days ago
4,https://www.naukri.com/job-listings-Bigdata-Architect-Java-Scala-Python-AVP-VP-Hyderabad-IFINTALENT-GLOBAL-PVT-LTD-Hyderabad-14-to-24-years-010819001766?src=jobsearchDesk&sid=15692605238851&xp=5&px=5,"Hadoop NoSQL, Core Java, Hadoop, kafka, MongoDB, J2EE, Hdfs, Spark...",Bigdata Architect - Java / Scala / Python - AVP / VP - Hyderabad,IFINTALENT GLOBAL PVT LTD,14-24 yrs,Hyderabad,"  Hadoop NoSQL, Core Java, Hadoop, kafka, MongoDB, J2EE, Hdfs, Spark... "," INR 35,00,000 - 95,00,000 PA.   ",  Seshadari  ," Posted  by     Seshadari    , 30+ days ago ",30+ days ago
